AveragePrice,С2,С3,type,year,region,С1,Total Volume,Date
2.44,182630,12237.4,диетическое,2020,Чеченская Республика,849581,1.11075e+06,2020-01-11 00:00:00
2.6,178418,6509.41,диетическое,2020,Чеченская Республика,770635,1.04806e+06,2020-01-04 00:00:00
5.0,45856.1,951.32,диетическое,2020,Краснодарский край,1241.48,73109.9,2020-12-27 00:00:00
4.88,40726.4,1003.63,диетическое,2020,Краснодарский край,1176.24,68972.8,2020-12-20 00:00:00
4.76,38684.4,959.83,диетическое,2020,Краснодарский край,1219.9,65332.7,2020-12-13 00:00:00
4.84,41481.8,1081.56,диетическое,2020,Краснодарский край,1712.54,61870.2,2020-12-06 00:00:00
5.04,35859.3,958.7,диетическое,2020,Краснодарский край,1443.95,54779.6,2020-11-29 00:00:00
5.2,42392.8,1119.61,диетическое,2020,Краснодарский край,1584.89,63345.6,2020-11-22 00:00:00
4.96,42966.8,979.92,диетическое,2020,Краснодарский край,1179.87,64518.8,2020-11-15 00:00:00
3.72,85217.8,2313.9,диетическое,2020,Краснодарский край,1423.35,123489,2020-11-08 00:00:00
4.64,60508,1706.56,диетическое,2020,Краснодарский край,1523.62,81574,2020-11-01 00:00:00
4.88,40984.5,1289.08,диетическое,2020,Краснодарский край,2301.4,69191.7,2020-10-25 00:00:00
4.92,43226.3,1465.61,диетическое,2020,Краснодарский край,1700.52,70132.9,2020-10-18 00:00:00
3.84,59821,1535.63,диетическое,2020,Краснодарский край,981.32,84053.6,2020-10-11 00:00:00
3.96,69555.8,2321.1,диетическое,2020,Краснодарский край,1068.04,89538,2020-10-04 00:00:00
4.44,62972.2,1852.47,диетическое,2020,Краснодарский край,815.05,91558.8,2020-09-27 00:00:00
4.76,44085.1,1176.81,диетическое,2020,Краснодарский край,1137.38,74826.2,2020-09-20 00:00:00
4.64,43000.5,998.6,диетическое,2020,Краснодарский край,1340.03,74962.4,2020-09-13 00:00:00
4.48,78578.8,2074.97,диетическое,2020,Краснодарский край,1158.99,114217,2020-09-06 00:00:00
5.48,40727.8,3632.29,диетическое,2020,Краснодарский край,1493.6,74510,2020-08-30 00:00:00
4.8,51014.6,1714.56,диетическое,2020,Краснодарский край,1411.93,83196.1,2020-08-23 00:00:00
4.92,53769.4,1381.07,диетическое,2020,Краснодарский край,1314.23,87687.6,2020-08-16 00:00:00
3.84,99815.2,3021.58,диетическое,2020,Краснодарский край,1306.17,145930,2020-08-09 00:00:00
5.72,42703.3,1151.93,диетическое,2020,Краснодарский край,1309.11,74680.7,2020-08-02 00:00:00
5.72,40238.4,1088.54,диетическое,2020,Краснодарский край,1421.76,68936.5,2020-07-26 00:00:00
5.76,43696.6,1675.99,диетическое,2020,Краснодарский край,1296.93,73321.4,2020-07-19 00:00:00
5.92,40944.7,2652.87,диетическое,2020,Краснодарский край,1229.69,68846.8,2020-07-12 00:00:00
4.92,67122,5316.06,диетическое,2020,Краснодарский край,1635.6,115580,2020-07-05 00:00:00
4.8,62790.3,3823.55,диетическое,2020,Краснодарский край,1548.14,111690,2020-06-28 00:00:00
5.36,43292.9,4210.41,диетическое,2020,Краснодарский край,1680.72,88214,2020-06-21 00:00:00
5.2,44490.6,3147.67,диетическое,2020,Краснодарский край,1614.97,92713.5,2020-06-14 00:00:00
5.32,43816.5,1482.9,диетическое,2020,Краснодарский край,1734.03,84556.5,2020-06-07 00:00:00
5.28,45514.4,1439.62,диетическое,2020,Краснодарский край,1472.2,83007.9,2020-05-31 00:00:00
4.04,117544,3203.21,диетическое,2020,Краснодарский край,2157.12,181170,2020-05-24 00:00:00
5.64,50365.1,1406.54,диетическое,2020,Краснодарский край,1822.43,85405.6,2020-05-17 00:00:00
5.84,48280.3,1279.05,диетическое,2020,Краснодарский край,2099.7,82110.1,2020-05-10 00:00:00
3.92,145405,5183.12,диетическое,2020,Краснодарский край,5264.18,208821,2020-05-03 00:00:00
5.76,44304.3,1309.41,диетическое,2020,Краснодарский край,1820.06,79976.9,2020-04-26 00:00:00
5.96,43528.6,1286.7,диетическое,2020,Краснодарский край,1724.93,75775.3,2020-04-19 00:00:00
6.0,38757.6,1180.96,диетическое,2020,Краснодарский край,1734.18,69339.8,2020-04-12 00:00:00
5.16,48395.4,1645.11,диетическое,2020,Краснодарский край,2256.74,76146.8,2020-04-05 00:00:00
5.0,51530.2,1503.84,диетическое,2020,Краснодарский край,2566.52,69747.2,2020-03-29 00:00:00
4.92,46711,1370.01,диетическое,2020,Краснодарский край,2604.56,68499.9,2020-03-22 00:00:00
4.92,44600.8,1291.66,диетическое,2020,Краснодарский край,2450.87,71906.8,2020-03-15 00:00:00
3.8,116151,3731.73,диетическое,2020,Краснодарский край,2148.75,159736,2020-03-08 00:00:00
5.0,39074.3,1225.82,диетическое,2020,Краснодарский край,841.5,65484.4,2020-03-01 00:00:00
5.04,42829.1,1187.76,диетическое,2020,Краснодарский край,1496.07,70345.4,2020-02-22 00:00:00
5.72,32544.3,1559.04,диетическое,2020,Краснодарский край,1773.89,60213.8,2020-02-15 00:00:00
5.52,37355,990.22,диетическое,2020,Краснодарский край,1904.73,66360.7,2020-02-08 00:00:00
5.0,75345.6,2164.35,диетическое,2020,Краснодарский край,2685.5,112066,2020-02-01 00:00:00
5.28,70060.4,2397.99,диетическое,2020,Краснодарский край,1847.59,98722.8,2020-01-25 00:00:00
5.88,36730.4,1075.26,диетическое,2020,Краснодарский край,2147.08,59312.1,2020-01-18 00:00:00
6.16,33759.1,1325.17,диетическое,2020,Краснодарский край,1491.88,54644.3,2020-01-11 00:00:00
6.08,35456.9,1561.7,диетическое,2020,Краснодарский край,3013.04,54956.8,2020-01-04 00:00:00
4.4,404838,25188.6,диетическое,2020,Ставропольский край,571603,1.30692e+06,2020-12-27 00:00:00
4.52,341262,27253.7,диетическое,2020,Ставропольский край,497437,1.13986e+06,2020-12-20 00:00:00
4.08,463238,17927.7,диетическое,2020,Ставропольский край,695420,1.4725e+06,2020-12-13 00:00:00
4.32,394657,13005.1,диетическое,2020,Ставропольский край,579077,1.24529e+06,2020-12-06 00:00:00
4.44,364749,10648,диетическое,2020,Ставропольский край,460760,1.09965e+06,2020-11-29 00:00:00
4.4,403638,15421.8,диетическое,2020,Ставропольский край,584491,1.28161e+06,2020-11-22 00:00:00
4.36,441216,17268.5,диетическое,2020,Ставропольский край,549164,1.29487e+06,2020-11-15 00:00:00
4.48,467809,19975.9,диетическое,2020,Ставропольский край,513609,1.28559e+06,2020-11-08 00:00:00
4.48,584277,17013.9,диетическое,2020,Ставропольский край,469390,1.35009e+06,2020-11-01 00:00:00
4.44,583991,15617,диетическое,2020,Ставропольский край,559720,1.41135e+06,2020-10-25 00:00:00
4.48,588305,14931.1,диетическое,2020,Ставропольский край,492966,1.36889e+06,2020-10-18 00:00:00
4.2,576154,14585.7,диетическое,2020,Ставропольский край,708471,1.56085e+06,2020-10-11 00:00:00
4.56,566241,15401.6,диетическое,2020,Ставропольский край,492562,1.30925e+06,2020-10-04 00:00:00
3.96,729792,14587.6,диетическое,2020,Ставропольский край,564481,1.54266e+06,2020-09-27 00:00:00
4.64,506380,15441.1,диетическое,2020,Ставропольский край,611683,1.38695e+06,2020-09-20 00:00:00
4.52,491074,15652.5,диетическое,2020,Ставропольский край,727720,1.52699e+06,2020-09-13 00:00:00
4.48,547236,15397.9,диетическое,2020,Ставропольский край,857114,1.71465e+06,2020-09-06 00:00:00
4.52,477305,14634.4,диетическое,2020,Ставропольский край,699756,1.48115e+06,2020-08-30 00:00:00
4.24,498121,16041.7,диетическое,2020,Ставропольский край,930286,1.73157e+06,2020-08-23 00:00:00
4.32,508403,14777.6,диетическое,2020,Ставропольский край,911935,1.72785e+06,2020-08-16 00:00:00
4.56,498857,21090.1,диетическое,2020,Ставропольский край,789751,1.60591e+06,2020-08-09 00:00:00
4.52,506915,33145.8,диетическое,2020,Ставропольский край,761286,1.59303e+06,2020-08-02 00:00:00
4.16,576871,53882.1,диетическое,2020,Ставропольский край,898275,1.84489e+06,2020-07-26 00:00:00
4.36,491747,37429.7,диетическое,2020,Ставропольский край,824193,1.70199e+06,2020-07-19 00:00:00
4.28,530476,14462.5,диетическое,2020,Ставропольский край,953323,1.80884e+06,2020-07-12 00:00:00
4.24,627548,19636.4,диетическое,2020,Ставропольский край,927861,1.98831e+06,2020-07-05 00:00:00
4.32,480811,18637.7,диетическое,2020,Ставропольский край,954739,1.82618e+06,2020-06-28 00:00:00
4.32,474166,22901.7,диетическое,2020,Ставропольский край,1.049e+06,1.92172e+06,2020-06-21 00:00:00
4.24,443242,27161.2,диетическое,2020,Ставропольский край,1.11793e+06,1.97481e+06,2020-06-14 00:00:00
4.16,445070,17034.8,диетическое,2020,Ставропольский край,1.20788e+06,2.02646e+06,2020-06-07 00:00:00
4.36,418764,11919,диетическое,2020,Ставропольский край,1.08564e+06,1.85345e+06,2020-05-31 00:00:00
4.12,450494,12148.1,диетическое,2020,Ставропольский край,1.22102e+06,2.02664e+06,2020-05-24 00:00:00
4.24,413931,11424.2,диетическое,2020,Ставропольский край,1.22882e+06,1.96671e+06,2020-05-17 00:00:00
4.12,424406,12270.7,диетическое,2020,Ставропольский край,1.3194e+06,2.10583e+06,2020-05-10 00:00:00
4.04,508886,17406.3,диетическое,2020,Ставропольский край,1.48554e+06,2.33324e+06,2020-05-03 00:00:00
4.52,447515,23878.2,диетическое,2020,Ставропольский край,1.02292e+06,1.78707e+06,2020-04-26 00:00:00
4.48,433297,33180,диетическое,2020,Ставропольский край,1.05555e+06,1.80196e+06,2020-04-19 00:00:00
3.88,471484,12343.1,диетическое,2020,Ставропольский край,1.42316e+06,2.16009e+06,2020-04-12 00:00:00
4.52,437184,11645.8,диетическое,2020,Ставропольский край,898264,1.66824e+06,2020-04-05 00:00:00
4.32,441015,10085.3,диетическое,2020,Ставропольский край,912075,1.6574e+06,2020-03-29 00:00:00
4.36,450193,11548.8,диетическое,2020,Ставропольский край,885072,1.65112e+06,2020-03-22 00:00:00
4.4,435374,10344.4,диетическое,2020,Ставропольский край,839457,1.59008e+06,2020-03-15 00:00:00
4.44,412581,9283.84,диетическое,2020,Ставропольский край,838161,1.53109e+06,2020-03-08 00:00:00
4.36,460987,11417.7,диетическое,2020,Ставропольский край,854129,1.61934e+06,2020-03-01 00:00:00
4.32,430680,20287.4,диетическое,2020,Ставропольский край,818736,1.54797e+06,2020-02-22 00:00:00
4.2,409541,17649.5,диетическое,2020,Ставропольский край,847329,1.50782e+06,2020-02-15 00:00:00
3.92,490404,12488.1,диетическое,2020,Ставропольский край,1.07751e+06,1.79454e+06,2020-02-08 00:00:00
3.68,926444,13768.9,диетическое,2020,Ставропольский край,1.38326e+06,2.56133e+06,2020-02-01 00:00:00
4.32,454162,14022.7,диетическое,2020,Ставропольский край,841333,1.51084e+06,2020-01-25 00:00:00
4.08,485150,14504.7,диетическое,2020,Ставропольский край,966516,1.67495e+06,2020-01-18 00:00:00
4.36,448208,10009.5,диетическое,2020,Ставропольский край,737364,1.40284e+06,2020-01-11 00:00:00
4.04,466641,10476.9,диетическое,2020,Ставропольский край,1.02784e+06,1.6838e+06,2020-01-04 00:00:00
4.04,131202,16182.9,диетическое,2020,Астраханская область,87748.6,417190,2020-12-27 00:00:00
3.92,134957,13276.1,диетическое,2020,Астраханская область,82416.6,416299,2020-12-20 00:00:00
3.72,162734,12487.2,диетическое,2020,Астраханская область,94577.2,429104,2020-12-13 00:00:00
2.92,270189,13360,диетическое,2020,Астраханская область,90996.9,743770,2020-12-06 00:00:00
4.16,113850,13672.3,диетическое,2020,Астраханская область,78566.8,353818,2020-11-29 00:00:00
4.12,131660,14806.5,диетическое,2020,Астраханская область,83017.8,380726,2020-11-22 00:00:00
3.6,199357,16340.7,диетическое,2020,Астраханская область,83998.4,568414,2020-11-15 00:00:00
4.16,152265,15085.4,диетическое,2020,Астраханская область,100420,406548,2020-11-08 00:00:00
4.24,182673,11993.6,диетическое,2020,Астраханская область,98262.6,423476,2020-11-01 00:00:00
3.64,191062,13673.7,диетическое,2020,Астраханская область,95297.5,480396,2020-10-25 00:00:00
4.2,188908,16086.1,диетическое,2020,Астраханская область,113111,438183,2020-10-18 00:00:00
3.16,324386,31627.5,диетическое,2020,Астраханская область,84270.5,657656,2020-10-11 00:00:00
4.52,172302,45229.5,диетическое,2020,Астраханская область,104149,421431,2020-10-04 00:00:00
3.6,187080,13101.2,диетическое,2020,Астраханская область,159780,484598,2020-09-27 00:00:00
3.76,291367,12831.8,диетическое,2020,Астраханская область,121425,566386,2020-09-20 00:00:00
4.0,181247,15103.1,диетическое,2020,Астраханская область,222537,535519,2020-09-13 00:00:00
4.4,188352,13357.9,диетическое,2020,Астраханская область,174913,465258,2020-09-06 00:00:00
4.56,186125,13235.5,диетическое,2020,Астраханская область,154462,427777,2020-08-30 00:00:00
4.32,274926,15312.9,диетическое,2020,Астраханская область,153011,545297,2020-08-23 00:00:00
4.68,190950,15332.7,диетическое,2020,Астраханская область,180693,465897,2020-08-16 00:00:00
4.76,185098,17536.1,диетическое,2020,Астраханская область,174171,448136,2020-08-09 00:00:00
4.56,217474,20132.7,диетическое,2020,Астраханская область,193729,501107,2020-08-02 00:00:00
4.72,171527,17189.6,диетическое,2020,Астраханская область,178907,433999,2020-07-26 00:00:00
4.72,180269,16444.9,диетическое,2020,Астраханская область,188493,446863,2020-07-19 00:00:00
4.08,187613,17027.5,диетическое,2020,Астраханская область,264203,568130,2020-07-12 00:00:00
4.76,273227,22969.6,диетическое,2020,Астраханская область,215806,574999,2020-07-05 00:00:00
4.64,223129,21601.6,диетическое,2020,Астраханская область,196765,508174,2020-06-28 00:00:00
4.32,284788,32660.2,диетическое,2020,Астраханская область,170388,579558,2020-06-21 00:00:00
4.32,323410,18608.6,диетическое,2020,Астраханская область,180453,622881,2020-06-14 00:00:00
4.64,239758,19235.1,диетическое,2020,Астраханская область,194123,543944,2020-06-07 00:00:00
4.04,226578,17218.7,диетическое,2020,Астраханская область,249742,600303,2020-05-31 00:00:00
4.04,295332,15508.1,диетическое,2020,Астраханская область,190231,606039,2020-05-24 00:00:00
4.24,162760,19253,диетическое,2020,Астраханская область,210130,487025,2020-05-17 00:00:00
3.64,295586,16212.4,диетическое,2020,Астраханская область,241820,675270,2020-05-10 00:00:00
3.8,305964,16792,диетическое,2020,Астраханская область,226738,644419,2020-05-03 00:00:00
3.8,224599,13860.5,диетическое,2020,Астраханская область,238673,571443,2020-04-26 00:00:00
3.96,337188,13456.1,диетическое,2020,Астраханская область,144515,610659,2020-04-19 00:00:00
4.64,199633,15964.8,диетическое,2020,Астраханская область,150702,433703,2020-04-12 00:00:00
4.88,178796,19335.8,диетическое,2020,Астраханская область,160806,432730,2020-04-05 00:00:00
4.8,163123,18487.2,диетическое,2020,Астраханская область,162581,401825,2020-03-29 00:00:00
4.4,213514,16449,диетическое,2020,Астраханская область,153886,426181,2020-03-22 00:00:00
4.84,160239,17300.7,диетическое,2020,Астраханская область,156506,392803,2020-03-15 00:00:00
4.68,201530,17444.8,диетическое,2020,Астраханская область,147900,419850,2020-03-08 00:00:00
3.76,359784,16252.3,диетическое,2020,Астраханская область,138995,598755,2020-03-01 00:00:00
4.44,287695,15574.4,диетическое,2020,Астраханская область,117116,495032,2020-02-22 00:00:00
4.92,153004,16459,диетическое,2020,Астраханская область,140492,363889,2020-02-15 00:00:00
4.32,232249,13386.6,диетическое,2020,Астраханская область,161941,447702,2020-02-08 00:00:00
3.92,535325,15903.8,диетическое,2020,Астраханская область,165260,776238,2020-02-01 00:00:00
4.36,229573,13384.3,диетическое,2020,Астраханская область,131530,432770,2020-01-25 00:00:00
4.44,220992,14692.7,диетическое,2020,Астраханская область,155746,439618,2020-01-18 00:00:00
4.2,292969,22743.2,диетическое,2020,Астраханская область,121596,510153,2020-01-11 00:00:00
3.88,377139,19781.6,диетическое,2020,Астраханская область,126486,599966,2020-01-04 00:00:00
3.84,86212.4,21669.4,диетическое,2020,Волгоградская область,47444.6,208426,2020-12-27 00:00:00
3.92,78630.4,20913.4,диетическое,2020,Волгоградская область,43169.6,189584,2020-12-20 00:00:00
3.92,86614.4,24041,диетическое,2020,Волгоградская область,51042.7,207628,2020-12-13 00:00:00
3.88,84518.3,26500.6,диетическое,2020,Волгоградская область,54037.2,210379,2020-12-06 00:00:00
3.92,72843.9,21863.7,диетическое,2020,Волгоградская область,49084.8,185734,2020-11-29 00:00:00
4.08,75630.6,25366.6,диетическое,2020,Волгоградская область,44120.5,179083,2020-11-22 00:00:00
4.0,112379,38424.9,диетическое,2020,Волгоградская область,52380.3,238990,2020-11-15 00:00:00
4.28,68546.4,52451.9,диетическое,2020,Волгоградская область,61119,223564,2020-11-08 00:00:00
4.48,60350.2,63741.6,диетическое,2020,Волгоградская область,56638.8,229530,2020-11-01 00:00:00
4.88,50170.3,50086.9,диетическое,2020,Волгоградская область,52738,199223,2020-10-25 00:00:00
4.92,64754.2,53069.2,диетическое,2020,Волгоградская область,49804.3,217581,2020-10-18 00:00:00
4.68,54545.6,69417.9,диетическое,2020,Волгоградская область,47887.8,222607,2020-10-11 00:00:00
5.16,56829.3,45935.2,диетическое,2020,Волгоградская область,48417.7,187693,2020-10-04 00:00:00
4.48,71030.2,69313.1,диетическое,2020,Волгоградская область,47076.7,222850,2020-09-27 00:00:00
4.88,63790.6,47238.1,диетическое,2020,Волгоградская область,50149.2,216519,2020-09-20 00:00:00
4.64,55553.7,37519.3,диетическое,2020,Волгоградская область,63924.8,238904,2020-09-13 00:00:00
4.16,83271.3,77352.7,диетическое,2020,Волгоградская область,56439.4,301641,2020-09-06 00:00:00
4.64,61767.3,42039.9,диетическое,2020,Волгоградская область,52246,253578,2020-08-30 00:00:00
4.52,68496.4,46614,диетическое,2020,Волгоградская область,50939.5,277978,2020-08-23 00:00:00
4.92,59216.7,47919.7,диетическое,2020,Волгоградская область,50360.3,241121,2020-08-16 00:00:00
4.92,65067.8,44441.1,диетическое,2020,Волгоградская область,42925.3,234071,2020-08-09 00:00:00
4.88,64419.9,44520.2,диетическое,2020,Волгоградская область,49760.5,243249,2020-08-02 00:00:00
4.8,52944.3,41446.6,диетическое,2020,Волгоградская область,50568.6,232205,2020-07-26 00:00:00
4.8,63762.9,45046.2,диетическое,2020,Волгоградская область,46281.4,246513,2020-07-19 00:00:00
4.76,78845.1,42204.7,диетическое,2020,Волгоградская область,38293.8,247167,2020-07-12 00:00:00
4.64,103086,40891.6,диетическое,2020,Волгоградская область,42043,275671,2020-07-05 00:00:00
4.68,84150.1,45055.1,диетическое,2020,Волгоградская область,39793.3,255922,2020-06-28 00:00:00
4.68,87728.3,41369.1,диетическое,2020,Волгоградская область,45415,264236,2020-06-21 00:00:00
4.44,95409.5,41274.2,диетическое,2020,Волгоградская область,60157.2,286815,2020-06-14 00:00:00
4.56,61502.6,41892,диетическое,2020,Волгоградская область,73208,259977,2020-06-07 00:00:00
4.64,60701,43537.4,диетическое,2020,Волгоградская область,77231.5,262289,2020-05-31 00:00:00
4.84,80893.3,50072.7,диетическое,2020,Волгоградская область,58855.6,267023,2020-05-24 00:00:00
4.64,64994.1,41158.8,диетическое,2020,Волгоградская область,77565.9,264909,2020-05-17 00:00:00
4.44,60772.2,37794.4,диетическое,2020,Волгоградская область,76699.2,267656,2020-05-10 00:00:00
4.04,108604,80829.9,диетическое,2020,Волгоградская область,70984.8,335465,2020-05-03 00:00:00
4.64,62292.9,38961.1,диетическое,2020,Волгоградская область,75695.9,259624,2020-04-26 00:00:00
4.52,58452.5,36477,диетическое,2020,Волгоградская область,67458.8,255437,2020-04-19 00:00:00
4.4,72736.7,37443.7,диетическое,2020,Волгоградская область,71379.1,274985,2020-04-12 00:00:00
4.48,53335.3,37207.5,диетическое,2020,Волгоградская область,68933.5,245492,2020-04-05 00:00:00
4.92,71237.7,44155,диетическое,2020,Волгоградская область,56270.2,238992,2020-03-29 00:00:00
4.76,60049.3,37929.9,диетическое,2020,Волгоградская область,78241.8,244658,2020-03-22 00:00:00
4.72,71027.6,46569.2,диетическое,2020,Волгоградская область,66629.1,252527,2020-03-15 00:00:00
4.96,54059.8,37877.5,диетическое,2020,Волгоградская область,41324.7,198900,2020-03-08 00:00:00
4.8,55213.6,36330,диетическое,2020,Волгоградская область,57245.1,216841,2020-03-01 00:00:00
4.44,69081.3,69371.3,диетическое,2020,Волгоградская область,65910.7,258728,2020-02-22 00:00:00
4.84,55126.8,48502.7,диетическое,2020,Волгоградская область,66005.8,230632,2020-02-15 00:00:00
4.56,47671.4,33712,диетическое,2020,Волгоградская область,68078.1,222484,2020-02-08 00:00:00
3.96,115316,88450.3,диетическое,2020,Волгоградская область,79507.9,344289,2020-02-01 00:00:00
4.64,59374.8,36067.5,диетическое,2020,Волгоградская область,61158.8,233277,2020-01-25 00:00:00
4.88,55881.1,39543.9,диетическое,2020,Волгоградская область,48613.5,204505,2020-01-18 00:00:00
4.96,54185.1,41272.7,диетическое,2020,Волгоградская область,43986.8,205761,2020-01-11 00:00:00
4.8,72178.5,39928,диетическое,2020,Волгоградская область,53316.2,221086,2020-01-04 00:00:00
3.92,67974.9,5986.26,диетическое,2020,Ростовская область,46837.7,161578,2020-12-27 00:00:00
3.96,73851,5425.25,диетическое,2020,Ростовская область,45598.3,158870,2020-12-20 00:00:00
3.92,75113.6,7096.7,диетическое,2020,Ростовская область,57804.7,174381,2020-12-13 00:00:00
3.92,77494.5,7028.58,диетическое,2020,Ростовская область,65474.4,176731,2020-12-06 00:00:00
3.96,65442.1,5499.99,диетическое,2020,Ростовская область,46757.3,140940,2020-11-29 00:00:00
4.04,69493.1,6545.55,диетическое,2020,Ростовская область,44462.6,148243,2020-11-22 00:00:00
3.76,101471,9940.86,диетическое,2020,Ростовская область,57421.5,198934,2020-11-15 00:00:00
3.8,76222.5,12315,диетическое,2020,Ростовская область,83635.8,202832,2020-11-08 00:00:00
4.0,93880.6,16391.8,диетическое,2020,Ростовская область,72020.7,212854,2020-11-01 00:00:00
4.08,70131.7,13184.4,диетическое,2020,Ростовская область,68613.9,180316,2020-10-25 00:00:00
4.0,106054,13205.2,диетическое,2020,Ростовская область,70405.4,217221,2020-10-18 00:00:00
4.04,85083.7,16004.6,диетическое,2020,Ростовская область,61756.9,192231,2020-10-11 00:00:00
4.16,91381.6,11357.4,диетическое,2020,Ростовская область,67267.7,200821,2020-10-04 00:00:00
3.88,101485,16430.7,диетическое,2020,Ростовская область,61853.7,203675,2020-09-27 00:00:00
4.16,72627.7,11692,диетическое,2020,Ростовская область,76712.6,195742,2020-09-20 00:00:00
4.04,89290.7,9499.01,диетическое,2020,Ростовская область,86208.2,229221,2020-09-13 00:00:00
3.92,112959,19484.7,диетическое,2020,Ростовская область,72054.1,252853,2020-09-06 00:00:00
4.24,86152.2,10562.3,диетическое,2020,Ростовская область,70639.5,213121,2020-08-30 00:00:00
4.16,96308.8,12155.7,диетическое,2020,Ростовская область,76650.4,232074,2020-08-23 00:00:00
4.2,95071.6,12570.5,диетическое,2020,Ростовская область,70382.2,222696,2020-08-16 00:00:00
4.24,87338.9,12731.9,диетическое,2020,Ростовская область,72133.5,216580,2020-08-09 00:00:00
4.2,101905,13008.8,диетическое,2020,Ростовская область,76879.3,235506,2020-08-02 00:00:00
4.12,86910.4,11762.3,диетическое,2020,Ростовская область,74157.7,222883,2020-07-26 00:00:00
4.08,84052.9,12403.9,диетическое,2020,Ростовская область,74921.2,225260,2020-07-19 00:00:00
4.08,90573.8,12718.5,диетическое,2020,Ростовская область,80375.8,234569,2020-07-12 00:00:00
4.04,118023,15212.2,диетическое,2020,Ростовская область,94880.3,287572,2020-07-05 00:00:00
4.0,90965.3,11394.3,диетическое,2020,Ростовская область,78419.4,236211,2020-06-28 00:00:00
4.04,99696.5,11120.6,диетическое,2020,Ростовская область,95486.4,264923,2020-06-21 00:00:00
3.92,113772,10989.9,диетическое,2020,Ростовская область,102242,289291,2020-06-14 00:00:00
4.08,90992.3,10333.2,диетическое,2020,Ростовская область,84737.4,248646,2020-06-07 00:00:00
4.08,98090.8,11467,диетическое,2020,Ростовская область,102487,270601,2020-05-31 00:00:00
4.12,116589,13055.1,диетическое,2020,Ростовская область,91042.5,280241,2020-05-24 00:00:00
4.16,103883,11273.7,диетическое,2020,Ростовская область,91276.4,262510,2020-05-17 00:00:00
4.24,115680,11036.7,диетическое,2020,Ростовская область,72224.7,263028,2020-05-10 00:00:00
3.96,128429,21169.7,диетическое,2020,Ростовская область,89712.7,292744,2020-05-03 00:00:00
4.44,97538.9,11133.4,диетическое,2020,Ростовская область,76765.2,235546,2020-04-26 00:00:00
4.4,91143.2,10864.5,диетическое,2020,Ростовская область,75898.3,231641,2020-04-19 00:00:00
4.44,96302,9863.28,диетическое,2020,Ростовская область,60609.5,213032,2020-04-12 00:00:00
4.56,95585.9,9827.34,диетическое,2020,Ростовская область,69929.4,222123,2020-04-05 00:00:00
4.6,96405.6,11552.9,диетическое,2020,Ростовская область,54695.9,205954,2020-03-29 00:00:00
4.48,91980,10380.1,диетическое,2020,Ростовская область,61853.5,213087,2020-03-22 00:00:00
4.64,87711.9,11621.9,диетическое,2020,Ростовская область,66591.5,210124,2020-03-15 00:00:00
4.76,64964.7,10295.8,диетическое,2020,Ростовская область,50712.9,177541,2020-03-08 00:00:00
4.52,83985.8,9840.75,диетическое,2020,Ростовская область,53902.8,194798,2020-03-01 00:00:00
4.4,89874.9,17018.4,диетическое,2020,Ростовская область,75550.6,225830,2020-02-22 00:00:00
4.52,77855,10942,диетическое,2020,Ростовская область,70877.9,207250,2020-02-15 00:00:00
4.24,81139,7883.33,диетическое,2020,Ростовская область,74594.2,212888,2020-02-08 00:00:00
3.88,140203,21686,диетическое,2020,Ростовская область,99430,308461,2020-02-01 00:00:00
4.68,75205.5,8644.27,диетическое,2020,Ростовская область,54047,194086,2020-01-25 00:00:00
4.72,66963.6,9958.28,диетическое,2020,Ростовская область,54459.4,179038,2020-01-18 00:00:00
4.6,66850,10952.1,диетическое,2020,Ростовская область,71743.1,194461,2020-01-11 00:00:00
4.52,80396.1,9762.41,диетическое,2020,Ростовская область,56293.8,182698,2020-01-04 00:00:00
3.84,31680.2,152.86,диетическое,2020,Республика Башкортостан,33255.5,98584.9,2020-12-27 00:00:00
4.0,31883.3,116.69,диетическое,2020,Республика Башкортостан,27512.6,88183,2020-12-20 00:00:00
4.04,34347.5,127.18,диетическое,2020,Республика Башкортостан,38378.4,99886.1,2020-12-13 00:00:00
4.04,35662.3,100.43,диетическое,2020,Республика Башкортостан,41191.5,99520,2020-12-06 00:00:00
4.12,30146,114.57,диетическое,2020,Республика Башкортостан,24165.8,73734,2020-11-29 00:00:00
4.0,29324.3,163.5,диетическое,2020,Республика Башкортостан,28956,83963.9,2020-11-22 00:00:00
4.0,45406.4,99,диетическое,2020,Республика Башкортостан,41213.9,109929,2020-11-15 00:00:00
4.04,35852,135.05,диетическое,2020,Республика Башкортостан,53190.6,114125,2020-11-08 00:00:00
4.0,40083.5,177.07,диетическое,2020,Республика Башкортостан,54831.7,116799,2020-11-01 00:00:00
3.96,33829.9,153.35,диетическое,2020,Республика Башкортостан,57250.9,110896,2020-10-25 00:00:00
3.92,47290.2,115.01,диетическое,2020,Республика Башкортостан,48540.9,117517,2020-10-18 00:00:00
4.04,37828.8,151.21,диетическое,2020,Республика Башкортостан,53713.9,118010,2020-10-11 00:00:00
4.16,38394.2,126.92,диетическое,2020,Республика Башкортостан,51177,114487,2020-10-04 00:00:00
4.04,44626.2,84.32,диетическое,2020,Республика Башкортостан,44983.7,109275,2020-09-27 00:00:00
4.0,37056,128.08,диетическое,2020,Республика Башкортостан,64728.8,125683,2020-09-20 00:00:00
3.96,49831.3,180.33,диетическое,2020,Республика Башкортостан,69412,147618,2020-09-13 00:00:00
